Q_ID,action,dataset,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,J(A1-A2),J(A1-A34),J(A1-A1*),J(A1-A1**),Q1,Q2,Q3,Q4,A1,A2,A3,A4,A1*,A1**,A1_empty_ratio,A2_empty_ratio,A3_empty_ratio,A4_empty_ratio
0,wikidata,spinach,gpt-4o,1,1,1,1,1,0.0,0.0,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,[],[],[],[],[],[],1,1,1,1
0,wikidata,spinach,o3,1,0,1,0,1,1.0,0.6667,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,"[""Monty Python's Flying Circus"", 'Fawlty Towers']","[""Monty Python's Flying Circus"", 'Fawlty Towers']","[""Monty Python's Flying Circus"", 'Fawlty Towers']",['The Human Face'],[],[],0,0,0,0
0,zero-shot,spinach,gpt-4.1-2025-04-14,0,0,1,1,1,0.3333,0.5,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,"['Fawlty Towers', 'Hold the Sunset']","[""Monty Python's Flying Circus"", 'Fawlty Towers']",['Fawlty Towers'],[],[],[],0,0,0,1
0,zero-shot,spinach,gpt-4.1-mini-2025-04-14,1,0,0,0,1,1.0,0.4286,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,"[""Monty Python's Flying Circus"", 'A Fish Called Wanda', 'Fawlty Towers', 'The Frost Report']","[""Monty Python's Flying Circus"", 'A Fish Called Wanda', 'Fawlty Towers', 'The Frost Report']","[""Monty Python's Flying Circus"", 'Fawlty Towers', 'Ripping Yarns', 'The Frost Report']","['Fawlty Towers (revival episodes)', 'The Human Face']",[],[],0,0,0,0
0,zero-shot,spinach,gpt-4.1-nano-2025-04-14,1,1,1,1,1,1.0,1.0,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,['Fawlty Towers'],['Fawlty Towers'],['Fawlty Towers'],[],[],[],0,0,0,1
0,zero-shot,spinach,gpt-4o,0,0,0,1,1,0.5,0.5,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,['Fawlty Towers'],"[""Monty Python's Flying Circus"", 'Fawlty Towers']","[""Monty Python's Flying Circus"", 'Fawlty Towers']",[],[],[],0,0,0,1
0,zero-shot,spinach,o3,1,1,1,1,1,1.0,1.0,0.0,0.0,Which television shows were created by John Cleese?,What television programs did John Cleese create?,Which television shows were created by John Cleese and first aired before the year 2000?,Which television shows were created by John Cleese and first aired on or after the year 2000?,"[""Monty Python's Flying Circus"", 'Fawlty Towers']","[""Monty Python's Flying Circus"", 'Fawlty Towers']","[""Monty Python's Flying Circus"", 'Fawlty Towers']",[],[],[],0,0,0,1
1,classification,spinach,gpt-4.1-2025-04-14,1,1,1,1,1,1.0,1.0,0.8,1.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['Republic of Cuba'],"[""People's Republic of China"", ""Lao People's Democratic Republic"", 'Republic of Cuba', 'Socialist Republic of Vietnam']","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]",0,0,0,0
1,classification,spinach,gpt-4.1-mini-2025-04-14,1,1,1,1,1,1.0,1.0,1.0,1.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['Republic of Cuba'],"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]",0,0,0,0
1,classification,spinach,gpt-4.1-nano-2025-04-14,0,1,1,1,1,0.25,1.0,0.0,0.25,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'North Korea', 'Cuba', ""People's Republic of China"", 'Vietnam']","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]",[],[],"[""Lao People's Democratic Republic"", 'North Korea', 'Cuba', ""People's Republic of China"", 'Vietnam']",0,0,0,1
1,fixing,spinach,gpt-4.1-2025-04-14,1,1,1,1,1,1.0,1.0,1.0,1.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['Republic of Cuba'],"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]",0,0,0,0
1,fixing,spinach,gpt-4.1-mini-2025-04-14,1,1,1,1,1,1.0,1.0,1.0,1.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['Republic of Cuba'],"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]",0,0,0,0
1,fixing,spinach,gpt-4.1-nano-2025-04-14,0,0,0,0,1,0.0,0.25,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', 'Republic of Cuba', ""As of October 2023, the countries that are considered to have communist governments or are governed by communist parties include the following:\n\nPeople's Republic of China"", ""Democratic People's Republic of Korea (North Korea)""]","['Laos', 'North Korea', 'Cuba', 'China', 'Vietnam']","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['North Korea'],"['As of October 2023, the countries that are officially considered communist states are China, Cuba, Laos, Vietnam, and North Korea.']","['Laos', 'North Korea', 'Cuba', 'China', 'Vietnam']",0,0,0,0
1,wikidata,spinach,gpt-4.1-2025-04-14,1,0,1,0,1,1.0,0.6667,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['Cuba'],[],[],0,0,0,0
1,wikidata,spinach,gpt-4.1-mini-2025-04-14,1,0,1,0,1,1.0,0.4444,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']","['Bolivia', 'Venezuela', 'Cuba', 'Nicaragua']",[],[],0,0,0,0
1,wikidata,spinach,gpt-4.1-nano-2025-04-14,0,0,0,0,0,0.4286,0.375,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea"", 'Vietnam']","[""Lao People's Democratic Republic"", 'North Korea', 'Cuba', ""People's Republic of China"", 'Vietnam']","[""Lao People's Democratic Republic"", 'Viet Nam', 'Cuba', ""People's Republic of China"", ""Democratic People's Republic of Korea""]","['Venezuela', 'Cuba']",[],[],0,0,0,0
1,wikidata,spinach,gpt-4o,1,0,1,0,1,0.0,0.0,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,[],[],[],['Cuba'],[],[],1,1,1,0
1,wikidata,spinach,o3,0,0,0,0,1,0.8,0.0,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""People's Republic of China"", ""Lao People's Democratic Republic"", 'Republic of Cuba', 'Socialist Republic of Vietnam']","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","['Laos', 'China', 'Vietnam', 'North Korea']",['Cuba'],[],[],0,0,0,0
1,zero-shot,spinach,gpt-4.1-2025-04-14,1,0,1,0,1,1.0,0.6667,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']",['Cuba'],[],[],0,0,0,0
1,zero-shot,spinach,gpt-4.1-mini-2025-04-14,1,0,1,0,1,1.0,0.5,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba', ""Democratic People's Republic of Korea""]","[""Democratic People's Republic of Korea"", ""People's Republic of China"", ""Lao People's Democratic Republic"", 'Socialist Republic of Vietnam']","['Bolivia', 'Venezuela', 'Cuba']",[],[],0,0,0,0
1,zero-shot,spinach,gpt-4.1-nano-2025-04-14,0,0,0,0,1,0.25,0.4286,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"[""Lao People's Democratic Republic"", 'Viet Nam', 'Socialist Republic of Vietnam', ""People's Republic of China"", 'Republic of Cuba']","[""Lao People's Democratic Republic"", 'North Korea', 'Cuba', ""People's Republic of China"", 'Vietnam']","['Viet Nam', ""People's Republic of China"", ""Lao People's Democratic Republic"", ""Democratic People's Republic of Korea""]",['Cuba'],[],[],0,0,0,0
1,zero-shot,spinach,gpt-4o,1,1,1,1,1,1.0,1.0,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"['Laos', 'North Korea', 'Cuba', 'China', 'Vietnam']","['Laos', 'North Korea', 'Cuba', 'China', 'Vietnam']","['Laos', 'China', 'Vietnam', 'North Korea']",['Cuba'],[],[],0,0,0,0
1,zero-shot,spinach,o3,1,1,1,1,1,1.0,1.0,0.0,0.0,Give me all current communist countries.,What countries have a communist government?,Give me all communist countries in Asia.,Give me all communist countries outside of Asia.,"['Laos', 'North Korea', 'Cuba', 'China', 'Vietnam']","['Laos', 'North Korea', 'Cuba', 'China', 'Vietnam']","['Laos', 'China', 'Vietnam', 'North Korea']",['Cuba'],[],[],0,0,0,0
10,classification,spinach,gpt-4.1-2025-04-14,1,0,1,0,1,1.0,0.25,0.0,1.0,What movies are in the Star Wars series?,What are the movies in the Star Wars series?,What are the Star Wars series movies released before 2000?,What are the Star Wars series movies released on or after 2000?,"['Star Wars Episode VIII: The Last Jedi', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode V: The Empire Strikes Back', 'Solo: A Star Wars Story', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode II: Attack of the Clones', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Star Wars Episode I: The Phantom Menace', 'Star Wars Episode III: Revenge of the Sith']","['Star Wars Episode VIII: The Last Jedi', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode V: The Empire Strikes Back', 'Solo: A Star Wars Story', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode II: Attack of the Clones', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Star Wars Episode I: The Phantom Menace', 'Star Wars Episode III: Revenge of the Sith']","['Star Wars Episode V: The Empire Strikes Back', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode I: The Phantom Menace']","['Star Wars Episode III Revenge of the Sith', 'Star Wars Episode VIII The Last Jedi', 'Star Wars Episode VII The Force Awakens', 'Star Wars Episode IX The Rise of Skywalker', 'Star Wars Episode II Attack of the Clones']","['Star Wars Episode I The Phantom Menace', 'Star Wars Episode III Revenge of the Sith', 'Star Wars Episode VI Return of the Jedi', 'Star Wars Episode V The Empire Strikes Back', 'Star Wars Episode VIII The Last Jedi', 'Star Wars Episode VII The Force Awakens', 'Star Wars Episode IX The Rise of Skywalker', 'Star Wars Episode IV A New Hope', 'Star Wars Episode II Attack of the Clones']","['Star Wars Episode VIII: The Last Jedi', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode V: The Empire Strikes Back', 'Solo: A Star Wars Story', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode II: Attack of the Clones', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Star Wars Episode I: The Phantom Menace', 'Star Wars Episode III: Revenge of the Sith']",0,0,0,0
10,classification,spinach,gpt-4.1-mini-2025-04-14,0,0,1,0,1,0.1,0.5714,0.1,0.1,What movies are in the Star Wars series?,What are the movies in the Star Wars series?,What are the Star Wars series movies released before 2000?,What are the Star Wars series movies released on or after 2000?,"['Star Wars Episode One: The Phantom Menace', 'Star Wars Episode Seven: The Force Awakens', 'Star Wars Episode Three: Revenge of the Sith', 'Star Wars Episode Six: Return of the Jedi', 'Star Wars Episode Two: Attack of the Clones', 'Solo: A Star Wars Story', 'Star Wars Episode Nine: The Rise of Skywalker', 'Star Wars Episode Eight: The Last Jedi', 'Star Wars Episode Five: The Empire Strikes Back', 'Star Wars Episode Four: A New Hope', 'Rogue One: A Star Wars Story']","['Star Wars Episode VIII: The Last Jedi', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode V: The Empire Strikes Back', 'Solo: A Star Wars Story', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode II: Attack of the Clones', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Star Wars Episode I: The Phantom Menace', 'Star Wars Episode III: Revenge of the Sith']","['Star Wars Episode One: The Phantom Menace', 'Star Wars Episode Three: Revenge of the Sith', 'Star Wars Episode Six: Return of the Jedi', 'Star Wars Episode Two: Attack of the Clones', 'Star Wars Episode Five: The Empire Strikes Back', 'Star Wars Episode Four: A New Hope']","['Star Wars Episode VIII: The Last Jedi', 'Solo: A Star Wars Story', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story']","['Star Wars Episode VIII: The Last Jedi', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode V: The Empire Strikes Back', 'Solo: A Star Wars Story', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode II: Attack of the Clones', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Star Wars Episode I: The Phantom Menace', 'Star Wars Episode III: Revenge of the Sith']","['Star Wars Episode VIII: The Last Jedi', 'Star Wars Episode VI: Return of the Jedi', 'Star Wars Episode V: The Empire Strikes Back', 'Solo: A Star Wars Story', 'Star Wars Episode IV: A New Hope', 'Star Wars Episode II: Attack of the Clones', 'Star Wars Episode VII: The Force Awakens', 'Star Wars Episode IX: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Star Wars Episode I: The Phantom Menace', 'Star Wars Episode III: Revenge of the Sith']",0,0,0,0
10,classification,spinach,gpt-4.1-nano-2025-04-14,1,1,1,1,1,0.0,0.0,0.0,0.0,What movies are in the Star Wars series?,What are the movies in the Star Wars series?,What are the Star Wars series movies released before 2000?,What are the Star Wars series movies released on or after 2000?,[],[],[],[],[],[],1,1,1,1
