Q_ID,action,dataset,llm,set_pair,match_type,a_string,b_string,shared_entities
12,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Principal Seymour Skinner,Principal Skinner,http://www.wikidata.org/entity/Q1503373
12,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Selma Bouvier,Patty Bouvier,http://www.wikidata.org/entity/Q1444398
12,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Chief Clancy Wiggum,Chief Wiggum,http://www.wikidata.org/entity/Q1503352
12,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Patty Bouvier,Selma Bouvier,http://www.wikidata.org/entity/Q1444398
12,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Patty Bouvier,Selma Bouvier,http://www.wikidata.org/entity/Q1444398
12,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Lenny Leonard,Carl Carlson,http://www.wikidata.org/entity/Q10729673
12,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Elizabeth Hoover,Miss Hoover,http://www.wikidata.org/entity/Q3053993
12,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Carl Carlson,Lenny Leonard,http://www.wikidata.org/entity/Q10729673
12,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Selma Bouvier,Patty Bouvier,http://www.wikidata.org/entity/Q1444398
12,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Patty Bouvier,Selma Bouvier,http://www.wikidata.org/entity/Q1444398
12,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Principal Seymour Skinner,Principal Skinner,http://www.wikidata.org/entity/Q1503373
12,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Selma Bouvier,Patty Bouvier,http://www.wikidata.org/entity/Q1444398
12,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Chief Clancy Wiggum,Chief Wiggum,http://www.wikidata.org/entity/Q1503352
12,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Patty Bouvier,Selma Bouvier,http://www.wikidata.org/entity/Q1444398
12,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Dr. Hibbert,Dr. Julius Hibbert,http://www.wikidata.org/entity/Q1504586
16,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Gerald Ford,Gerald R. Ford,http://www.wikidata.org/entity/Q9582
16,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Richard Nixon,Richard M. Nixon,http://www.wikidata.org/entity/Q50130162|http://www.wikidata.org/entity/Q9588
16,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,George H. W. Bush,George Herbert Walker Bush,http://www.wikidata.org/entity/Q23505
16,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Dwight D. Eisenhower,Dwight Eisenhower,http://www.wikidata.org/entity/Q9916
16,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,John F. Kennedy,John Kennedy,http://www.wikidata.org/entity/Q87057326|http://www.wikidata.org/entity/Q9696
16,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Lyndon B. Johnson,Lyndon Johnson,http://www.wikidata.org/entity/Q9640
16,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Harry S. Truman,Harry Truman,http://www.wikidata.org/entity/Q11613
16,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,George H. W. Bush,George Herbert Walker Bush,http://www.wikidata.org/entity/Q23505
16,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Dwight D. Eisenhower,Dwight Eisenhower,http://www.wikidata.org/entity/Q9916
16,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Gerald R. Ford,Gerald Ford,http://www.wikidata.org/entity/Q9582
16,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,John F. Kennedy,John Kennedy,http://www.wikidata.org/entity/Q87057326|http://www.wikidata.org/entity/Q9696
16,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Richard M. Nixon,Richard Nixon,http://www.wikidata.org/entity/Q50130162|http://www.wikidata.org/entity/Q9588
16,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Lyndon B. Johnson,Lyndon Johnson,http://www.wikidata.org/entity/Q9640
16,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Harry S. Truman,Harry Truman,http://www.wikidata.org/entity/Q11613
24,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,The Book of Urizen,The First Book of Urizen,http://www.wikidata.org/entity/Q7719319
24,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,The First Book of Urizen,The Book of Urizen,http://www.wikidata.org/entity/Q7719319
24,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,The First Book of Urizen,The Book of Urizen,http://www.wikidata.org/entity/Q7719319
24,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,The First Book of Urizen,The Book of Urizen,http://www.wikidata.org/entity/Q7719319
25,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Saraiki,Siraiki,http://www.wikidata.org/entity/Q33902
25,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Hijazi Arabic,Hejazi Arabic,http://www.wikidata.org/entity/Q56608
25,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Siraiki,Saraiki,http://www.wikidata.org/entity/Q33902
25,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Kurdish (Sorani),Sorani,http://www.wikidata.org/entity/Q36811
25,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Mesopotamian Arabic,Iraqi Arabic,http://www.wikidata.org/entity/Q56232
25,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Saraiki,Siraiki,http://www.wikidata.org/entity/Q33902
25,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Siraiki,Saraiki,http://www.wikidata.org/entity/Q33902
25,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Sorani,Kurdish (Sorani),http://www.wikidata.org/entity/Q36811
25,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Saraiki,Siraiki,http://www.wikidata.org/entity/Q33902
25,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Iraqi Arabic,Mesopotamian Arabic,http://www.wikidata.org/entity/Q56232
25,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Tati,Tat,http://www.wikidata.org/entity/Q56489
25,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Siraiki,Saraiki,http://www.wikidata.org/entity/Q33902
25,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Hejazi Arabic,Hijazi Arabic,http://www.wikidata.org/entity/Q56608
25,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Azeri,Azerbaijani,http://www.wikidata.org/entity/Q9292
26,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,"Ron ""Pigpen"" McKernan",Ron McKernan,http://www.wikidata.org/entity/Q2165146
26,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,"Ron ""Pigpen"" McKernan",Pigpen,http://www.wikidata.org/entity/Q2165146
26,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,"Ron ""Pigpen"" McKernan",Ron McKernan,http://www.wikidata.org/entity/Q2165146
26,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,"Ron ""Pigpen"" McKernan",Pigpen,http://www.wikidata.org/entity/Q2165146
26,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Ron McKernan,Pigpen,http://www.wikidata.org/entity/Q2165146
29,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Record of a Living Being,I Live in Fear,http://www.wikidata.org/entity/Q2273270
30,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,People's Republic of China,China,http://www.wikidata.org/entity/Q148
30,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Democratic People's Republic of Korea,North Korea,http://www.wikidata.org/entity/Q423
30,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Republic of Korea,South Korea,http://www.wikidata.org/entity/Q884
30,classification,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Union of Soviet Socialist Republics,Soviet Union,http://www.wikidata.org/entity/Q15180
30,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,China,People's Republic of China,http://www.wikidata.org/entity/Q148
30,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,North Korea,Democratic People's Republic of Korea,http://www.wikidata.org/entity/Q423
30,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,South Korea,Republic of Korea,http://www.wikidata.org/entity/Q884
30,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Union of Soviet Socialist Republics,Soviet Union,http://www.wikidata.org/entity/Q15180
30,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,China,People's Republic of China,http://www.wikidata.org/entity/Q148
30,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,North Korea,Democratic People's Republic of Korea,http://www.wikidata.org/entity/Q423
30,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,South Korea,Republic of Korea,http://www.wikidata.org/entity/Q884
31,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,James McCartney,James Louis McCartney,http://www.wikidata.org/entity/Q498390
31,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,James McCartney,James Louis McCartney,http://www.wikidata.org/entity/Q498390
37,classification,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,classification,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,classification,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Misty Mountain Hop,Black Dog,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,fixing,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
37,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Black Dog,Misty Mountain Hop,http://www.wikidata.org/entity/Q72202562|http://www.wikidata.org/entity/Q72203118
38,fixing,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Moscow Peace Treaty,Soviet–Lithuanian Peace Treaty,http://www.wikidata.org/entity/Q29321
38,fixing,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Soviet–Lithuanian Peace Treaty,Moscow Peace Treaty,http://www.wikidata.org/entity/Q29321
38,fixing,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Soviet–Lithuanian Peace Treaty,Moscow Peace Treaty,http://www.wikidata.org/entity/Q29321
38,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Moscow Peace Treaty,Soviet–Lithuanian Peace Treaty,http://www.wikidata.org/entity/Q29321
38,fixing,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Soviet–Lithuanian Peace Treaty,Moscow Peace Treaty,http://www.wikidata.org/entity/Q29321
38,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Moscow Peace Treaty,Soviet–Lithuanian Peace Treaty,http://www.wikidata.org/entity/Q29321
38,fixing,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Moscow Peace Treaty,Soviet–Lithuanian Peace Treaty,http://www.wikidata.org/entity/Q29321
41,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Claudius,King Claudius,http://www.wikidata.org/entity/Q1811294
41,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Hamlet,Prince Hamlet,http://www.wikidata.org/entity/Q2447542
41,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Claudius,King Claudius,http://www.wikidata.org/entity/Q1811294
41,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,The Ghost,King Hamlet,http://www.wikidata.org/entity/Q1813659
41,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Hamlet,Prince Hamlet,http://www.wikidata.org/entity/Q2447542
41,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Prince Hamlet,Hamlet,http://www.wikidata.org/entity/Q2447542
41,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,King Claudius,Claudius,http://www.wikidata.org/entity/Q1811294
42,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Lupin the Third: The Castle of Cagliostro,The Castle of Cagliostro,http://www.wikidata.org/entity/Q608079
43,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Andromeda,Andromeda Galaxy,http://www.wikidata.org/entity/Q2469
45,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Sesame Street Presents: Follow That Bird,Follow That Bird,http://www.wikidata.org/entity/Q3234280
45,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Sesame Street Presents: Follow That Bird,Follow That Bird,http://www.wikidata.org/entity/Q3234280
49,fixing,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Brasileirão Série A,Campeonato Brasileiro Série A,http://www.wikidata.org/entity/Q206813
49,fixing,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Brasileirão Série A,Campeonato Brasileiro Série A,http://www.wikidata.org/entity/Q206813
53,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Cyrillic script,Cyrillic alphabet,http://www.wikidata.org/entity/Q8209
53,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Cyrillic script,Cyrillic,http://www.wikidata.org/entity/Q8209
53,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Cyrillic script,Cyrillic alphabet,http://www.wikidata.org/entity/Q8209
53,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Cyrillic script,Cyrillic,http://www.wikidata.org/entity/Q8209
53,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Cyrillic alphabet,Cyrillic,http://www.wikidata.org/entity/Q8209
54,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,South Korea,Republic of Korea,http://www.wikidata.org/entity/Q884
54,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,South Korea,Republic of Korea,http://www.wikidata.org/entity/Q884
54,zero-shot,LC-QuAD,deepseek-chat,A3×A4,wikidata_alias,Republic of Korea,South Korea,http://www.wikidata.org/entity/Q884
55,classification,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,classification,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,fixing,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,fixing,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Minerva,Athena,http://www.wikidata.org/entity/Q30610860
55,zero-shot,LC-QuAD,deepseek-chat,A1×A2,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,fixing,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A1×A3,wikidata_alias,Athena,Minerva,http://www.wikidata.org/entity/Q30610860
55,classification,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Tyr,Týr,http://www.wikidata.org/entity/Q108540679|http://www.wikidata.org/entity/Q172713
55,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,fixing,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Tyr,Týr,http://www.wikidata.org/entity/Q108540679|http://www.wikidata.org/entity/Q172713
55,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Minerva,Athena,http://www.wikidata.org/entity/Q30610860
55,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Týr,Tyr,http://www.wikidata.org/entity/Q108540679|http://www.wikidata.org/entity/Q172713
55,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A1×A4,wikidata_alias,Athena,Minerva,http://www.wikidata.org/entity/Q30610860
55,fixing,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A2×A3,wikidata_alias,Athena,Minerva,http://www.wikidata.org/entity/Q30610860
55,classification,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Tyr,Týr,http://www.wikidata.org/entity/Q108540679|http://www.wikidata.org/entity/Q172713
55,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,fixing,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Tyr,Týr,http://www.wikidata.org/entity/Q108540679|http://www.wikidata.org/entity/Q172713
55,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Mars,Ares,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Týr,Tyr,http://www.wikidata.org/entity/Q108540679|http://www.wikidata.org/entity/Q172713
55,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Ares,Mars,http://www.wikidata.org/entity/Q2426111
55,zero-shot,LC-QuAD,deepseek-chat,A2×A4,wikidata_alias,Athena,Minerva,http://www.wikidata.org/entity/Q30610860
