dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
qawiki,classification,gpt-4o,0.98,0.94,1.0,0.9933,0.2867,0.26,0.74,0.1067,0.14,0.2828,0.9686,0.707,0.2698,0.1983,0.1767,0.2078,0.7067,0.7133,1.0,0.7267,0.3289,0.1943,0.9931972789115646,0.3333333333333333,0.2834469387755102,0.25,,,,,,,,,0.9565217391304348,0.967032967032967,0.9891304347826086,0.9789373626373628,2.248897290378544e-24,6.000391589473104e-26,1.3234889800848443e-23,6.617444900424222e-24,4.6446053760977124e-10,2.532080361561384e-05
qawiki,classification,gpt-5,0.9133,0.9267,1.0,0.9733,0.52,0.4933,0.5267,0.6067,0.6067,0.9636,0.9644,0.48,0.4733,0.7286,0.7324,0.746,0.4133,0.4067,1.0,0.5333,0.58,0.7357,0.9473684210526315,0.6470588235294118,0.9752368421052632,0.8727058823529412,1.0,1.0,,,,,,,0.9300699300699301,0.8571428571428571,0.9633384615384617,0.9863999999999999,7.878384167270269e-08,1.1879386363489175e-14,9.094947017729282e-13,2.841261448338628e-09,0.08715855330228806,3.5887916129517805e-05
qawiki,classification,gpt-5-mini,0.86,0.66,1.0,0.78,0.6267,0.4333,0.52,0.5267,0.5133,0.9295,0.7907,0.3733,0.4344,0.6695,0.6549,0.6581,0.42,0.4267,1.0,0.48,0.52,0.6608,0.8872180451127819,0.6470588235294118,0.9485684210526316,0.7803941176470588,1.0,1.0,,,,,,,0.6619718309859155,0.625,0.7933239436619718,0.74375,0.00019512558355927467,0.26043547657665356,9.094947017729282e-13,0.6718110337653656,0.022628841205914796,3.011590962911926e-05
qawiki,classification,gpt-5-nano,0.7867,0.7067,1.0,0.7733,0.16,0.06,0.08,0.5467,0.0667,0.7893,0.7687,0.8356,0.0694,0.08,0.5467,0.0667,0.1133,0.1,1.0,0.0333,0.2311,0.2311,0.8120300751879699,0.5882352941176471,0.8120300751879699,0.611764705882353,1.0,1.0,,,,,,,0.7323943661971831,0.25,0.792019014084507,0.3541625,7.555811484431396e-05,5.849547318695842e-05,8.881784197001252e-16,0.1550019040032606,6.3117184695685895e-15,3.1213096463034162e-06
qawiki,classification,gpt-oss:20b,0.7133,0.5467,1.0,0.7267,0.7867,0.4733,0.2933,0.2333,0.2667,0.8163,0.7847,0.1779,0.5467,0.4965,0.4492,0.4766,0.22,0.1667,1.0,0.28,0.2644,0.4741,0.7058823529411765,0.7857142857142857,0.8075352941176471,0.9017857142857143,1.0,1.0,,,,,,,0.5524475524475524,0.42857142857142855,0.7840706293706294,0.7976285714285714,7.034485519207362e-18,9.048317650695026e-15,1.6155871338926322e-27,2.378889919863532e-11,0.18774155899882317,8.004823399455647e-10
qawiki,classification,grok-3-mini,0.8867,0.7667,1.0,0.8867,0.8,0.6933,0.3467,0.38,0.34,0.966,0.9123,0.1934,0.7055,0.5385,0.5576,0.5358,0.1667,0.1667,1.0,0.2867,0.3556,0.544,0.9694656488549618,0.3157894736842105,0.9939519083969465,0.7730263157894737,1.0,1.0,,,,,,,0.7724137931034483,0.6,0.9116372413793103,0.93286,5.751490196657771e-25,3.6923274592835773e-22,3.308722450212111e-24,6.403904916571207e-18,0.004077315330505371,8.445814568882953e-17
qawiki,classification,llama3.1:8b,0.1133,0.1,1.0,0.3533,0.68,0.08,0.0133,0.0067,0.0133,0.4828,0.4791,0.1024,0.385,0.2243,0.1549,0.1793,0.0,0.0133,1.0,0.0,0.0111,0.1862,0.0,0.11409395973154363,0.8,0.48069395973154366,1.0,1.0,,,,,,,0.15,0.09230769230769231,0.5286299999999999,0.47152692307692307,0.00014495849609375,0.000518798828125,7.174648137343064e-43,7.671918274276823e-10,0.0001538890224443423,0.00048828125
qawiki,classification,o3,0.7667,0.74,1.0,0.8733,0.86,0.7333,0.2867,0.2733,0.3067,0.9033,0.8855,0.1241,0.7496,0.5253,0.5431,0.5611,0.14,0.1067,1.0,0.1933,0.2889,0.5432,0.8248175182481752,0.15384615384615385,0.9318890510948904,0.6015384615384616,1.0,1.0,,,,,,,0.7676056338028169,0.25,0.8951415492957747,0.7148249999999999,7.614296800224126e-19,1.2924697071141057e-26,1.0339757656912846e-25,6.462348535570529e-27,0.07551869750022888,3.3822316648042255e-24
qawiki,fixing,deepseek-chat,0.7933,0.7133,0.8867,0.94,0.9467,0.8067,0.38,0.42,0.38,0.8925,0.8845,0.0312,0.7526,0.5727,0.5964,0.5797,0.1133,0.1,0.1867,0.1867,0.3933,0.5829,,,,,,,,,,,,,,,,,1.7282743364816433e-24,6.617444900424222e-24,5.2434681244715905e-18,2.7088953370761237e-23,2.972584851879123e-11,2.437842123605363e-30
qawiki,fixing,deepseek-r1:70b,0.0,0.0,0.2727,0.0909,0.8182,0.0,0.0,0.0,0.0,0.5038,0.3742,0.1164,0.2942,0.3011,0.2312,0.2463,0.0,0.0,0.1818,0.0,0.0,0.2595,,,,,,,,,,,,,,,,,1.0,1.0,0.25,1.0,1.0,1.0
qawiki,fixing,deepseek-reasoner,0.5867,0.52,0.68,0.8133,0.9067,0.6333,0.1,0.1133,0.0933,0.7372,0.7351,0.0802,0.7272,0.3148,0.2896,0.2818,0.0667,0.0533,0.14,0.1267,0.1022,0.2954,,,,,,,,,,,,,,,,,9.9631125455154e-18,2.371692252312041e-19,5.632907524806409e-13,3.4598728933748426e-23,0.05761267291381955,8.788794008375919e-24
qawiki,fixing,gemini-2.0-flash,0.7533,0.6467,0.8067,0.8867,0.9467,0.74,0.7333,0.7533,0.7267,0.803,0.8483,0.0193,0.8033,0.8361,0.8383,0.8408,0.02,0.0067,0.0067,0.0867,0.7378,0.8384,,,,,,,,,,,,,,,,,5.3617847305687254e-21,1.4078614025652531e-21,1.7292396771428031e-15,7.576841438713428e-17,1.0182093779231849e-09,5.226203497089203e-30
qawiki,fixing,gemini-2.5-flash,0.86,0.8867,0.8867,0.9667,0.9267,0.8867,0.68,0.6533,0.6133,0.8998,0.9033,0.073,0.7792,0.7605,0.7503,0.7192,0.1333,0.0867,0.1133,0.1933,0.6489,0.7433,,,,,,,,,,,,,,,,,2.378717289651507e-23,1.5777218104420236e-30,8.185726402265558e-18,9.592548607487504e-27,0.03569813817739487,2.0510383535746307e-29
qawiki,fixing,gemini-2.5-pro,0.76,0.5933,0.74,0.8667,0.98,0.7467,0.4467,0.4533,0.42,0.8519,0.757,0.02,0.7066,0.6166,0.623,0.5838,0.1,0.06,0.06,0.1467,0.44,0.6078,,,,,,,,,,,,,,,,,3.018846051830852e-20,2.8041083952368736e-16,1.933200757632093e-14,3.219068471442615e-22,2.2721360437572002e-07,9.977557876076285e-19
qawiki,fixing,gpt-4.1-2025-04-14,0.76,0.7467,0.8667,0.9533,0.8933,0.7267,0.5,0.4933,0.4867,0.9013,0.9098,0.0874,0.7795,0.7944,0.789,0.7863,0.0733,0.0733,0.1067,0.12,0.4933,0.7899,,,,,,,,,,,,,,,,,5.238237034277805e-19,1.5934990285464438e-28,5.2434681244715905e-18,2.0194839173657902e-28,7.459722282164659e-07,3.155443620884047e-28
qawiki,fixing,gpt-4.1-mini-2025-04-14,0.7267,0.68,0.8333,0.98,0.8867,0.7133,0.3867,0.3733,0.4133,0.869,0.8699,0.0686,0.7808,0.729,0.7245,0.721,0.0867,0.1133,0.2133,0.1333,0.3911,0.7248,,,,,,,,,,,,,,,,,1.5686991122453906e-16,1.2944084116747769e-23,7.651062942926057e-14,2.4486242498060206e-27,4.802196531399105e-09,4.062633661888211e-29
qawiki,fixing,gpt-4.1-nano-2025-04-14,0.4733,0.1733,0.56,0.4267,0.6267,0.16,0.4867,0.5,0.54,0.5857,0.3823,0.2356,0.2938,0.6356,0.6437,0.6641,0.2333,0.3267,0.38,0.04,0.5089,0.6478,,,,,,,,,,,,,,,,,1.2454514146109652e-06,0.03569813817739487,0.024746035842440804,0.16188140552559763,0.7035366713552733,0.050102459732443094
qawiki,fixing,gpt-4o,0.8389,0.7919,0.9195,0.9329,0.9195,0.8188,0.5034,0.5369,0.5168,0.5966,0.5783,0.0576,0.5036,0.3555,0.3689,0.3506,0.3826,0.4094,0.4564,0.3893,0.519,0.3583,,,,,,,,,,,,,,,,,3.5550311609441887e-16,3.091670257478196e-20,1.5903890617646743e-17,1.2027867851011065e-19,1.802802378388091e-08,4.352601674315153e-32
qawiki,fixing,gpt-5,0.8933,0.8933,0.9533,0.9867,0.62,0.6067,0.7067,0.7067,0.6867,0.9418,0.9191,0.38,0.4667,0.822,0.8343,0.8067,0.5133,0.5267,0.5067,0.58,0.7,0.821,,,,,,,,,,,,,,,,,9.430375484953402e-07,1.5418777365994174e-12,1.076841726899147e-09,1.4551915228366852e-10,0.48685024166479707,9.761673086614714e-10
qawiki,fixing,gpt-5-mini,0.86,0.84,0.9533,0.9733,0.7067,0.6733,0.7333,0.7667,0.7267,0.8897,0.9187,0.2933,0.4163,0.8109,0.839,0.8203,0.6533,0.6133,0.64,0.6333,0.7422,0.8234,,,,,,,,,,,,,,,,,0.0004719867429230362,1.2115257419509362e-07,5.398760549724102e-09,2.0954757928848267e-09,6.169640777642373e-05,5.396645380673323e-16
qawiki,fixing,gpt-5-nano,0.7533,0.7067,0.8067,0.96,0.7267,0.6333,0.6333,0.6533,0.5933,0.8314,0.8437,0.2669,0.4701,0.7281,0.7279,0.7132,0.56,0.48,0.4467,0.5467,0.6266,0.7231,,,,,,,,,,,,,,,,,8.963039363152348e-06,1.163555804595262e-06,0.0009406740282429382,1.1266365618212149e-10,0.00010371580719947815,4.102799046681871e-12
qawiki,fixing,grok-3-mini,0.8533,0.8,0.92,0.9867,0.9333,0.8667,0.3867,0.32,0.38,0.9231,0.934,0.0635,0.7428,0.5878,0.5636,0.5961,0.1267,0.1333,0.2267,0.2467,0.3622,0.5825,,,,,,,,,,,,,,,,,1.4194419311409955e-21,1.137373342260413e-24,2.165863246129246e-18,6.462348535570529e-27,0.38331031799316406,2.4520045187848927e-25
qawiki,fixing,llama3.1:8b,0.0933,0.02,0.1467,0.12,0.66,0.0267,0.0067,0.0,0.0267,0.427,0.2836,0.0856,0.2307,0.126,0.1202,0.1375,0.0,0.0067,0.0,0.0,0.0111,0.1279,,,,,,,,,,,,,,,,,0.0009765625,0.625,0.01463329792022705,0.02660369873046875,4.223704562267977e-05,0.125
qawiki,fixing,o3,0.7067,0.7333,0.8533,0.9,0.9667,0.8467,0.38,0.4133,0.4067,0.6446,0.7051,0.0333,0.6443,0.4113,0.4086,0.4298,0.3067,0.2733,0.1933,0.26,0.4,0.4166,,,,,,,,,,,,,,,,,9.215718466126788e-19,2.5849394142282115e-26,6.417967005513454e-14,1.1755920753965606e-25,6.16488978266716e-06,9.860761315262648e-32
qawiki,wikidata,deepseek-chat,0.28,0.22,0.5867,0.52,0.64,0.18,,,,0.3778,0.3321,0.1243,0.1627,,,,0.1867,0.1867,0.3533,0.3867,,,,,,,,,,,,,,,,,,,0.07075554598122835,0.042773945257067694,0.00015641720852954677,0.002670436282807066,0.6358280026288412,0.012540951371192932
qawiki,wikidata,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.98,0.0,,,,0.0034,0.0071,0.0014,0.0006,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.625,1.0
qawiki,wikidata,deepseek-r1:70b,0.0,0.0,0.0,0.0067,0.9533,0.0067,,,,0.1745,0.1295,0.0104,0.0885,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.143463134765625,1.0
qawiki,wikidata,gemini-2.0-flash,0.1933,0.1133,0.4133,0.4,0.6133,0.1,,,,0.4295,0.3369,0.0967,0.2301,,,,0.08,0.1067,0.1733,0.18,,,,,,,,,,,,,,,,,,,0.1849333420395851,0.8145294189453125,0.19959086691960698,0.880395821280672,0.47988766169832786,0.11846923828124999
qawiki,wikidata,gemini-2.5-flash,0.3,0.1667,0.5733,0.4867,0.88,0.2533,,,,0.36,0.3279,0.0189,0.2659,,,,0.28,0.32,0.3,0.32,,,,,,,,,,,,,,,,,,,0.47988766169832786,0.21532714972272515,0.024746035842440804,0.009073340339587174,0.42435622215270996,0.42959050784338615
qawiki,wikidata,gemini-2.5-pro,0.22,0.18,0.4133,0.34,0.7667,0.1933,,,,0.5128,0.4924,0.0374,0.4012,,,,0.0267,0.04,0.0733,0.0667,,,,,,,,,,,,,,,,,,,0.8450189828872681,0.38331031799316406,0.027533155829587486,0.296206368599087,0.8714146793645341,1.0
qawiki,wikidata,gpt-4.1-2025-04-14,0.2533,0.1267,0.4267,0.3867,0.6267,0.1,,,,0.6523,0.5158,0.0997,0.3611,,,,0.0267,0.0267,0.0733,0.06,,,,,,,,,,,,,,,,,,,0.557197093963623,0.30175781249999994,0.42435622215270996,0.20048842206597334,0.9999999999999998,0.548828125
qawiki,wikidata,gpt-4.1-mini-2025-04-14,0.22,0.06,0.2933,0.2933,0.86,0.0867,,,,0.3749,0.2322,0.0395,0.1811,,,,0.0933,0.1,0.0867,0.2067,,,,,,,,,,,,,,,,,,,0.37708558747544885,0.057373046875,0.0010885382064742541,0.27167916606550335,1.9674928353197174e-11,0.210113525390625
qawiki,wikidata,gpt-4.1-nano-2025-04-14,0.3,0.06,0.3333,0.5067,0.8933,0.18,,,,0.4664,0.3423,0.0364,0.3188,,,,0.1133,0.0933,0.7467,0.16,,,,,,,,,,,,,,,,,,,0.11018416518345475,0.332305908203125,0.044046546102150766,0.00038813090293388086,4.405936238072172e-08,0.005924612283706665
qawiki,wikidata,gpt-4o,0.92,0.7933,0.8333,0.8733,0.16,0.08,,,,0.92,0.8317,0.835,0.08,,,,0.92,0.9267,0.8533,0.94,,,,,,,,,,,,,,,,,,,7.034485519207362e-18,8.377941473730054e-16,5.2573169769006436e-09,6.813783012674701e-12,1.5686991122453906e-16,1.0
qawiki,wikidata,gpt-5,0.82,0.64,0.7867,0.7667,0.5,0.2467,,,,0.8907,0.7825,0.4893,0.3086,,,,0.66,0.6467,0.54,0.5933,,,,,,,,,,,,,,,,,,,0.00010371580719947815,0.09887174959294498,0.19959086691960698,0.6075913612730801,0.01463329792022705,0.28104151505976915
qawiki,wikidata,gpt-5-mini,0.84,0.6933,0.8,0.8,0.38,0.1867,,,,0.8862,0.8178,0.6102,0.2353,,,,0.7133,0.76,0.66,0.7533,,,,,,,,,,,,,,,,,,,0.0013187271542847157,0.013530986849218607,0.08014331245794892,0.26493089646101,4.9233436584472656e-05,0.44206833839416504
qawiki,wikidata,gpt-5-nano,0.7667,0.5933,0.7333,0.7933,0.4867,0.2533,,,,0.8253,0.7422,0.5044,0.317,,,,0.7133,0.6733,0.56,0.6933,,,,,,,,,,,,,,,,,,,1.4737715885004832e-05,0.003326892852783203,0.11727520595741225,0.03153949735315109,0.005924612283706665,0.860050065908581
qawiki,wikidata,gpt-oss:20b,0.2333,0.2067,0.4533,0.4533,0.8733,0.24,,,,0.3486,0.3523,0.072,0.2691,,,,0.2933,0.3,0.2733,0.3667,,,,,,,,,,,,,,,,,,,0.6900379657745361,0.30745625495910645,0.3019956131896606,0.06490864707227217,0.5715881884098053,0.010673840530216694
qawiki,wikidata,grok-3-mini,0.2733,0.2,0.4933,0.4133,0.8933,0.2333,,,,0.4787,0.4617,0.0459,0.3317,,,,0.0867,0.1067,0.1333,0.1733,,,,,,,,,,,,,,,,,,,0.36159460805356514,0.44206833839416504,0.755228657504631,0.8746293123804207,1.0,0.8450189828872681
qawiki,wikidata,llama3.1:8b,0.0267,0.0,0.0933,0.06,0.7867,0.0,,,,0.1863,0.1421,0.0607,0.0632,,,,0.0,0.0,0.0267,0.02,,,,,,,,,,,,,,,,,,,0.375,1.0,0.332305908203125,0.803619384765625,0.03508203336969018,1.0
qawiki,wikidata,o3,0.36,0.22,0.5267,0.3467,0.86,0.1933,,,,0.605,0.5267,0.0883,0.4016,,,,0.1867,0.1933,0.16,0.18,,,,,,,,,,,,,,,,,,,0.040959591511636986,0.0931396484375,0.05325191409792752,0.2220528201560228,0.08715855330228806,0.30745625495910645
qawiki,zero-shot,deepseek-chat,0.2067,0.14,0.4133,0.36,0.6133,0.0867,,,,0.4224,0.3716,0.1301,0.2252,,,,0.0867,0.1067,0.2267,0.2067,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,deepseek-r1:1.5b,0.0,0.0,0.0,0.0,0.9933,0.0,,,,0.0076,0.0032,0.0004,0.0017,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.00762,,0.0,,0.0,,0.9933333333333333,,0.0004166666666666667,,0.0,,0.0031513333333333332,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,deepseek-r1:70b,0.0,0.0,0.0,0.0,0.9067,0.0,,,,0.212,0.1451,0.0189,0.0858,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.21202733333333335,,0.0,,0.0,,0.9066666666666666,,0.018876666666666667,,0.0,,0.14505,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,deepseek-reasoner,0.12,0.0733,0.28,0.2,0.8267,0.0867,,,,0.3115,0.2839,0.0311,0.209,,,,0.0467,0.0733,0.0533,0.08,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.0-flash,0.2467,0.1267,0.3533,0.3867,0.6533,0.0533,,,,0.4938,0.4025,0.1247,0.2607,,,,0.0067,0.0133,0.0067,0.02,,,0.2482758620689655,0.2,0.5034110344827586,0.21389999999999998,0.36153846153846153,0.3,0.5416666666666666,0.35714285714285715,0.6666666666666666,0.4444444444444444,0.12797801418439717,0.07337777777777779,0.1111111111111111,0.20833333333333334,0.4011666666666666,0.40947916666666667,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-flash,0.26,0.22,0.4533,0.3533,0.8467,0.2133,,,,0.5143,0.4571,0.0414,0.3671,,,,0.0867,0.1,0.1267,0.14,,,0.2773109243697479,0.1935483870967742,0.5273605042016806,0.46423548387096775,0.44755244755244755,0.5714285714285714,0.35172413793103446,0.4,0.8503401360544217,0.6666666666666666,0.04198707482993198,0.012333333333333333,0.2206896551724138,0.2,0.46447793103448276,0.24247999999999997,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gemini-2.5-pro,0.2333,0.1467,0.3133,0.2933,0.78,0.1867,,,,0.5595,0.4862,0.03,0.4032,,,,0.0333,0.0267,0.0467,0.0733,,,0.25190839694656486,0.10526315789473684,0.5676290076335877,0.5036631578947369,0.30344827586206896,0.6,0.2857142857142857,0.4,0.7905405405405406,0.0,0.029389189189189188,0.0763,0.1506849315068493,0.0,0.4833739726027397,0.5897749999999999,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-2025-04-14,0.28,0.0933,0.3933,0.3333,0.6333,0.08,,,,0.5849,0.4468,0.0915,0.318,,,,0.02,0.02,0.0867,0.0867,,,0.29927007299270075,0.0,0.610270802919708,0.24531666666666666,0.3971631205673759,0.5,0.40217391304347827,0.23529411764705882,0.6293706293706294,,0.09469790209790209,,0.09090909090909091,,0.45033706293706294,,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-mini-2025-04-14,0.26,0.1133,0.4467,0.3533,0.56,0.0467,,,,0.5869,0.4468,0.1624,0.2633,,,,0.02,0.02,0.0667,0.06,,,0.2846715328467153,0.0,0.596556204379562,0.48513846153846163,0.39622641509433965,0.4742268041237113,0.5757575757575758,0.2905982905982906,0.56,,0.16238399999999997,,0.0958904109589041,0.75,0.43747808219178075,0.786375,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4.1-nano-2025-04-14,0.2333,0.0933,0.44,0.3467,0.6533,0.08,,,,0.4523,0.3773,0.1534,0.2179,,,,0.0667,0.0933,0.2,0.1333,,,0.27472527472527475,0.1694915254237288,0.4892725274725274,0.3952423728813559,0.4583333333333333,0.4230769230769231,0.35365853658536583,0.3382352941176471,0.6494845360824743,0.660377358490566,0.17931134020618558,0.10599433962264151,,0.09333333333333334,,0.377306,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-4o,0.42,0.32,0.4867,0.4733,0.6267,0.08,,,,0.5852,0.5242,0.2922,0.1985,,,,0.2867,0.3067,0.3533,0.48,,,0.41843971631205673,0.4444444444444444,0.5908780141843972,0.49702222222222225,0.5,0.4811320754716981,0.47058823529411764,0.47368421052631576,0.6266666666666667,,0.292226,,0.32978723404255317,0.30357142857142855,0.5603691489361702,0.4634999999999999,1.0,1.0,1.0,1.0,1.0,1.0
qawiki,zero-shot,gpt-5,0.68,0.5667,0.7267,0.74,0.5867,0.2933,,,,0.7996,0.7421,0.3908,0.3803,,,,0.5467,0.5267,0.44,0.5267,,,0.7022900763358778,0.5263157894736842,0.8083290076335877,0.7391157894736842,0.7210884353741497,1.0,0.7414965986394558,0.6666666666666666,0.6027397260273972,0.0,0.3799198630136986,0.7894749999999999,0.5633802816901409,0.625,0.735674647887324,0.8558125,1.0,1.0,1.0,1.0,1.0,1.0
