usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_231	What movies are in the Star Wars series?	What are the movies in the Star Wars series?	What are the Star Wars series movies released before 2000?	What are the Star Wars series movies released on or after 2000?		['Star Wars: Episode IV – A New Hope', 'Star Wars: Episode V – The Empire Strikes Back', 'Star Wars: Episode VI – Return of the Jedi', 'Star Wars: Episode I – The Phantom Menace', 'Star Wars: Episode II – Attack of the Clones', 'Star Wars: Episode III – Revenge of the Sith', 'Star Wars: The Force Awakens', 'Star Wars: The Last Jedi', 'Star Wars: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Solo: A Star Wars Story', 'The Mandalorian (TV series)', 'The Book of Boba Fett (TV series)', 'Obi-Wan Kenobi (TV series)', 'Andor (TV series)', 'Star Wars: Resistance (TV series)', 'Star Wars: The Clone Wars (animated series)', 'Star Wars: Rebels (animated series)', 'idk']	['Star Wars: Episode IV – A New Hope', 'Star Wars: Episode V – The Empire Strikes Back', 'Star Wars: Episode VI – Return of the Jedi', 'Star Wars: Episode I – The Phantom Menace', 'Star Wars: Episode II – Attack of the Clones', 'Star Wars: Episode III – Revenge of the Sith', 'Star Wars: The Force Awakens', 'Star Wars: The Last Jedi', 'Star Wars: The Rise of Skywalker', 'Rogue One: A Star Wars Story', 'Solo: A Star Wars Story', 'The Mandalorian (TV series)', 'The Book of Boba Fett (TV series)', 'Obi-Wan Kenobi (TV series)', 'Andor (TV series)', 'Star Wars: Resistance (TV series)', 'Star Wars: The Clone Wars (animated series)', 'Star Wars: Rebels (animated series)']		['A New Hope', 'The Empire Strikes Back', 'Return of the Jedi', 'The Phantom Menace', 'Attack of the Clones', 'Revenge of the Sith']	['A New Hope', 'The Empire Strikes Back', 'Return of the Jedi', 'The Phantom Menace', 'Attack of the Clones', 'Revenge of the Sith']
no_usparql_237	What instruments did Louis Armstrong play?	Which instruments were played by Louis Armstrong?	What brass instruments did Louis Armstrong play?	What non-brass instruments did Louis Armstrong play?		['trumpet', 'cornet']	['trumpet', 'cornet']		['cornet']	['trumpet', 'cornet']
no_usparql_263	What notes make up a C major chord?	Which notes comprise a C major chord?	What root notes are in a C major chord?	What non-root notes make up a C major chord?		['C', 'E', 'G']	['C', 'E', 'G']		['G']	['C']
no_usparql_269	Who created the OA?	The OA is created by whom?	Which creator of The OA also played a cast role in it?	Which creator of The OA did not play a cast role in it?			['idk', 'idk']		['Zal Batmanglij']	"['Brit Marling', 'Brit Marling played the role of Prairie Johnson in the series ""The OA.""']"
no_usparql_270	What albums has Atif Aslam appeared in?	Which albums feature Atif Aslam?	What solo albums has Atif Aslam released?	What non-solo albums has Atif Aslam contributed to?					['Meri Kahani', 'Jhoom', 'Tera Hone Laga Hoon', 'Tere Naal', 'Main Tera Hoon', 'Album of the Year', 'Baazi', 'Sorry']	"['Atif Aslam has released the solo albums ""Jal Pari"" and ""Tera Hone Laga Hoon""', 'idk']"
no_usparql_328	Which American presidents had fathers who were also American presidents?	Which U.S. presidents had fathers who were also U.S. presidents?	Which American presidents had fathers who were also American presidents for the same party?	Which American presidents had fathers who were also American presidents but for a different party?			['John Adams', 'John Quincy Adams']		['John Adams', 'William Henry Harrison']	['John Adams', 'Thomas Jefferson']
no_usparql_345	To which art movements is the painting “Les Demoiselles d'Avignon” assigned?	To which art movements does the painting “Les Demoiselles d'Avignon” belong?	To which Cubist art movements is the painting “Les Demoiselles d'Avignon” assigned?	To which non-Cubist art movements is the painting “Les Demoiselles d'Avignon” assigned?		['Cubism', 'Primitivism', 'Modernism']	['Cubism', 'Primitivism', 'Modernism']			
no_usparql_346	Which movies belong to the Cornetto trilogy?	What are the movies that make up the Cornetto trilogy?	Which movies in the Cornetto trilogy star Lucy Davis?	Which movies in the Cornetto trilogy do not star Lucy Davis?		"['Shaun of the Dead', 'Hot Fuzz', ""The World's End""]"	"['Shaun of the Dead', 'Hot Fuzz', ""The World's End""]"		"['Shaun of the Dead', ""The World's End""]"	"['""Shaun of the Dead""', '""Hot Fuzz""', '""The World’s End""', '""Shaun of the Dead""']"
no_usparql_350	Which movies were directed by Thomas Vinterberg?	Which films were directed by Thomas Vinterberg?	Which movies directed by Thomas Vinterberg also starred Mads Mikkelsen?	Which movies directed by Thomas Vinterberg did not star Mads Mikkelsen?					"['The movies directed by Thomas Vinterberg that did not star Mads Mikkelsen include ""The Celebration"" (original title ""Festen"")', '""Submarino""', '""The Commune"" (original title ""Kollektivet"")', '""Far from the Madding Crowd""']"	"['the movies directed by Thomas Vinterberg that also starred Mads Mikkelsen are ""The Hunt"" (original title ""Jagten"") from 2012', '""Another Round"" (original title ""Druk"") from 2020']"
no_usparql_358	Which teams participated in the 2020 UEFA Champions League Final ?	What teams took part in the 2020 UEFA Champions League Final?	Which team won the 2020 UEFA Champions League Final?	Which team lost the 2020 UEFA Champions League Final?		['Paris Saint-Germain', 'Bayern Munich']	['Paris Saint-Germain', 'Bayern Munich']		['Paris Saint-Germain']	['Bayern Munich']
no_usparql_362	Who are the actresses in Portrait of a Lady on Fire?	Which actresses appear in Portrait of a Lady on Fire?	Which actresses play a named character in Portrait of a Lady on Fire?	Which actresses in Portrait of a Lady on Fire do not play a named character?		['Adèle Haenel', 'Luàna Bajrami']	['Adèle Haenel', 'Luàna Bajrami']		['Adèle Haenel', 'Noémie Merlant']	['Adèle Haenel', 'Noémie Merlant']
no_usparql_462	What countries does Germany share borders with?	Which countries border Germany?	What countries does Germany border that have German as an official language?	What countries does Germany border that do not have German as an official language?		['Denmark', 'Poland', 'Czech Republic', 'Austria', 'Switzerland', 'France', 'Luxembourg', 'Belgium', 'Netherlands']	['Denmark', 'Poland', 'Czech Republic', 'Austria', 'Switzerland', 'France', 'Luxembourg', 'Belgium', 'Netherlands']		['Switzerland', 'Luxembourg', 'Belgium', 'Netherlands']	['Austria', 'Luxembourg', 'Belgium']
no_usparql_493	What movies did Taylor Lautner star in?	In which films did Taylor Lautner star?	What movies did Taylor Lautner star in that were released before 2010?	What movies did Taylor Lautner star in that were released on or after 2010?		['Twilight', 'The Twilight Saga: New Moon', 'The Twilight Saga: Eclipse', 'The Twilight Saga: Breaking Dawn – Part 1', 'The Twilight Saga: Breaking Dawn – Part 2', 'Abduction', 'Grown Ups 2', 'Tracers', 'Run the Tide', 'Shadow Fury', 'Scream Queens (TV series)']	['Twilight', 'The Twilight Saga: New Moon', 'The Twilight Saga: Eclipse', 'The Twilight Saga: Breaking Dawn – Part 1', 'The Twilight Saga: Breaking Dawn – Part 2', 'Abduction', 'Grown Ups 2', 'Tracers', 'Run the Tide', 'Shadow Fury', 'Scream Queens (TV series)']			"['The movies that Taylor Lautner starred in that were released before 2010 include ""The Adventures of Sharkboy and Lavagirl in Twelve Point Zero""', '""Twilight""', '""The Twilight Saga: New Moon""', '""The Twilight Saga: Eclipse""']"
no_usparql_512	What countries does the Niger river flow through?	Through which countries does the Niger River flow?	Through what landlocked countries does the Niger River flow?	Through what coastal countries does the Niger River flow?		['Niger', 'Nigeria', 'Benin', 'Burkina Faso', 'Mali', 'Algeria']	['Niger', 'Nigeria', 'Benin', 'Burkina Faso', 'Mali', 'Algeria']		['Niger', 'Benin']	['Mali', 'Burkina Faso']
no_usparql_514	What games did Bungie make?	Which games were developed by Bungie?	What first-person shooter games did Bungie develop?	What games other than first-person shooters did Bungie develop?		['Halo', 'Destiny', 'Destiny 2', 'Marathon', 'Oni', 'Myth', 'Pathways into Darkness', 'Halo Wars', 'Halo: Combat Evolved', 'Halo 2', 'Halo 3', 'Halo 3: ODST', 'Halo: Reach', 'Halo 4', 'Halo 5: Guardians', 'Halo Infinite']	['Halo', 'Destiny', 'Destiny 2', 'Marathon', 'Oni', 'Myth', 'Pathways into Darkness', 'Halo Wars', 'Halo: Combat Evolved', 'Halo 2', 'Halo 3', 'Halo 3: ODST', 'Halo: Reach', 'Halo 4', 'Halo 5: Guardians', 'Halo Infinite']		['Marathon', 'Halo', 'Destiny', 'Destiny Two']	['Halo: Combat Evolved', 'Halo 2', 'Halo 3', 'Halo 3: ODST', 'Halo: Reach', 'Destiny', 'Destiny 2']
no_usparql_544	Who has been a senator from Utah?	Which senators have represented Utah?	Who have been Republican senators for Utah?	Who have been non-Republican senators for Utah?			['Mike Lee', 'Orrin Hatch']		['Orin Hatch', 'idk']	['Orin Hatch', 'Mike Lee']
no_usparql_547	Who are the current senators from Illinois?	Which individuals currently serve as senators representing Illinois?	Who are the current non-Democratic senators from Illinois?	Who are the current Democratic senators from Illinois?		['Dick Durbin', 'Tammy Duckworth']	['Dick Durbin', 'Tammy Duckworth']		['Richard Durbin', 'Tammy Duckworth']	['Tammy Duckworth']
no_usparql_553	What car models does GM make?	Which car models are produced by General Motors?	What electric car models does GM make?	What non-electric car models does GM make?		['Chevrolet', 'GMC', 'Cadillac', 'Buick']	['Chevrolet', 'GMC', 'Cadillac', 'Buick']		['Chevrolet Malibu', 'Chevrolet Silverado', 'Chevrolet Equinox', 'Chevrolet Traverse', 'Chevrolet Camaro', 'Chevrolet Corvette', 'Chevrolet Tahoe', 'Chevrolet Suburban', 'Chevrolet Colorado', 'Chevrolet Express', 'Buick Encore', 'Buick Enclave', 'Buick LaCrosse', 'Buick Regal', 'Buick Cascada', 'Cadillac Escalade', 'Cadillac XT4', 'Cadillac XT5', 'Cadillac XT6', 'Cadillac CT4', 'Cadillac CT5', 'Cadillac CT6', 'GMC Sierra', 'GMC Terrain', 'GMC Acadia', 'GMC Yukon', 'GMC Canyon', 'GMC Savana']	['Chevrolet Bolt EV', 'Chevrolet Bolt EUV', 'Cadillac Lyriq', 'GMC Hummer EV']
no_usparql_563	What countries are on the Mediterranean Sea?	Which countries border the Mediterranean Sea?	What European countries have a coastline on the Mediterranean Sea?	What non-European countries have a coastline on the Mediterranean Sea?		['Albania', 'Algeria', 'Bosnia and Herzegovina', 'Croatia', 'Cyprus', 'Egypt', 'France', 'Greece', 'Israel', 'Italy', 'Lebanon', 'Libya', 'Malta', 'Monaco', 'Montenegro', 'Morocco', 'Palestine', 'Syria', 'Tunisia', 'Turkey']	['Albania', 'Algeria', 'Bosnia and Herzegovina', 'Croatia', 'Cyprus', 'Egypt', 'France', 'Greece', 'Israel', 'Italy', 'Lebanon', 'Libya', 'Malta', 'Monaco', 'Montenegro', 'Morocco', 'Palestine', 'Syria', 'Tunisia', 'Turkey']		['Algeria', 'Egypt', 'Israel', 'Lebanon', 'Libya', 'Morocco', 'Palestine', 'Syria', 'Tunisia', 'Turkey']	['Algeria', 'Croatia', 'France', 'Greece', 'Italy', 'Malta', 'Monaco', 'Montenegro', 'Spain', 'Turkey']
no_usparql_576	What cities are included in Maricopa County?	Which cities are located within Maricopa County?	What cities in Maricopa County have a population greater than 100,000?	What cities in Maricopa County have a population of 100,000 or less?		['Phoenix', 'Mesa', 'Chandler', 'Gilbert', 'Tempe', 'Peoria', 'Scottsdale', 'Surprise', 'Avondale', 'Goodyear', 'Buckeye', 'Litchfield Park', 'El Mirage', 'Cave Creek', 'Fountain Hills', 'Queen Creek', 'San Tan Valley', 'Apache Junction', 'Youngtown', 'Wickenburg', 'Sun City', 'Sun City West', 'Sun City Grand', 'Paradise Valley', 'Tolleson', 'Laveen', 'Mesa', 'Gilbert', 'Tempe', 'Peoria', 'Chandler', 'Scottsdale', 'Phoenix', 'Goodyear', 'Avondale', 'Buckeye', 'Litchfield Park', 'El Mirage', 'Cave Creek', 'Fountain Hills', 'Queen Creek', 'San Tan Valley', 'Apache Junction', 'Youngtown', 'Wickenburg', 'Sun City', 'Sun City West', 'Sun City Grand']	['Phoenix', 'Mesa', 'Chandler', 'Gilbert', 'Tempe', 'Peoria', 'Scottsdale', 'Surprise', 'Avondale', 'Goodyear', 'Buckeye', 'Litchfield Park', 'El Mirage', 'Cave Creek', 'Fountain Hills', 'Queen Creek', 'San Tan Valley', 'Apache Junction', 'Youngtown', 'Wickenburg', 'Sun City', 'Sun City West', 'Sun City Grand', 'Paradise Valley', 'Tolleson', 'Laveen']		['Peoria', 'Surprise', 'Avondale', 'Goodyear', 'Buckeye', 'Waddell', 'Wickenburg', 'Anthem', 'New River', 'Carefree', 'Paradise Valley', 'Fountain Hills', 'Rio Verde', 'Black Canyon City', 'Morristown', 'Waddell']	['Phoenix', 'Mesa', 'Chandler', 'Glendale', 'Gilbert', 'Tempe', 'Peoria', 'Surprise', 'Scottsdale']
no_usparql_580	What characters does Todd Haberkorn voice in movies?	Which characters are voiced by Todd Haberkorn in movies?	What characters does Todd Haberkorn voice in non-Japanese films?	What characters does Todd Haberkorn voice in Japanese films?					['idk', 'idk', 'characters Todd Haberkorn voices in movies']	
no_usparql_587	What albums did John Frusciante play on in any capacity?	On which albums did John Frusciante perform?	What solo albums did John Frusciante play on?	What non-solo albums did John Frusciante play on?		['Blood Sugar Sex Magik', 'Californication', 'By the Way', 'Stadium Arcadium', 'The Will to Death', 'Shadows Collide with People', 'The Empyrean', 'The Will to Death', 'Inside of Emptiness', 'The Past, Present, and Future (Parts 1, 2 & 3)', 'Niandra LaDes and Usually Just a T-Shirt', 'To Record Only Water for Ten Days', 'Curtains', 'The Getaway', 'Smile from the Streets You Hold', 'The Fall of the House of Usher', 'The Will to Death (reissue)', 'The Empyrean (reissue)', 'Other albums and collaborations as a guest or session musician']	['Blood Sugar Sex Magik', 'Californication', 'By the Way', 'Stadium Arcadium', 'The Will to Death', 'Shadows Collide with People', 'The Empyrean', 'Inside of Emptiness', 'The Past, Present, and Future (Parts 1, 2 & 3)', 'Niandra LaDes and Usually Just a T-Shirt', 'To Record Only Water for Ten Days', 'Curtains', 'The Getaway', 'Smile from the Streets You Hold', 'The Fall of the House of Usher', 'The Will to Death (reissue)', 'The Empyrean (reissue)', 'Other albums and collaborations as a guest or session musician']		"['Blood Sugar Sex Magik (1991)', 'Californication (1999)', 'By the Way (2002)', 'Stadium Arcadium (2006)', ""I'm with You (2011)"", 'The Getaway (2016)']"	['Niandra LaDes and Usually Just a Touch (1994)', 'Smile from the Streets You Hold (1997)', 'To Record Only Water for Ten Days (2001)', 'The Will to Death (2004)', 'Shadows Collide with People (2004)', 'The Empyrean (2009)', 'PBX Funicular Intaglio Zone (2012)', 'Enclosure (2014)']
no_usparql_645	What dialects are spoken in the U.K.?	Which dialects are used in the United Kingdom?	What dialects are spoken in England?	What dialects are spoken in Scotland, Wales, and Northern Ireland?	1	['English dialects', 'Welsh dialects', 'Scottish dialects', 'Irish dialects', 'Cornish dialects', 'Manx dialects', 'Ulster Scots', 'Geordie', 'Scouse', 'Brummie', 'Cockney', 'West Country dialects', 'Yorkshire dialects', 'Lancashire dialects', 'Mancunian', 'Glaswegian', 'Belfast dialects', 'Cardiff dialects', 'Liverpool dialects', 'Birmingham dialects', 'idk']			['Cockney', 'Estuary English', 'West Country dialects such as Cornish and Devonshire', 'Scouse from Liverpool', 'Geordie from Newcastle', 'Yorkshire dialects', 'Lancashire dialects', 'Welsh English', 'Scottish English dialects such as Glaswegian and Lowland Scots', 'Northern Irish dialects including Belfast and Derry']	['Cockney', 'Estuary English', 'West Country', 'Mancunian', 'Yorkshire', 'Lancashire', 'Geordie']
no_usparql_682	Which present-day countries use English as an official language?	Which contemporary countries have English as an official language?	Which present-day countries use English as their only official language?	Which present-day countries use English as one of their multiple official languages?		['United States', 'United Kingdom', 'Canada', 'Australia', 'New Zealand', 'Ireland', 'South Africa', 'India', 'Pakistan', 'Nigeria', 'Ghana', 'Kenya', 'Uganda', 'Tanzania', 'Zimbabwe', 'Zambia', 'Malawi', 'Sierra Leone', 'Liberia', 'Senegal', 'Gambia', 'Sierra Leone', 'Cameroon', 'Central African Republic', 'Equatorial Guinea', 'Rwanda', 'Burundi', 'Democratic Republic of the Congo', 'Republic of the Congo', 'Gabon', 'Chad', 'Sudan', 'South Sudan', 'Ethiopia', 'Eritrea', 'Djibouti', 'Somalia', 'Seychelles', 'Mauritius', 'Comoros', 'Madagascar', 'Malawi', 'Zambia', 'Zimbabwe', 'Botswana', 'Namibia', 'Angola', 'Mozambique', 'São Tomé and Príncipe', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Fiji', 'Kiribati', 'Tuvalu', 'Nauru', 'Palau', 'Marshall Islands', 'Micronesia', 'Palau', 'Federated States of Micronesia', 'Timor-Leste', 'Singapore', 'Malaysia', 'Brunei', 'Philippines', 'Hong Kong', 'Macau', 'Belize', 'Bahamas', 'Barbados', 'Jamaica', 'Trinidad and Tobago', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Antigua and Barbuda', 'Dominica', 'Grenada', 'Dominica', 'Saint Kitts and Nevis', 'Barbados', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'Bahamas', 'Cuba', 'Dominican Republic', 'Haiti', 'Puerto Rico', 'Costa Rica', 'Panama', 'Colombia', 'Venezuela', 'Guyana', 'Suriname', 'Belize', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Guatemala', 'Mexico', 'Belize', 'Honduras', 'El Salvador', 'Nicaragua', 'Costa Rica', 'Panama', 'Colombia', 'Venezuela', 'Ecuador', 'Peru', 'Brazil', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay']	['United States', 'United Kingdom', 'Canada', 'Australia', 'New Zealand', 'Ireland', 'South Africa', 'India', 'Pakistan', 'Nigeria', 'Ghana', 'Kenya', 'Uganda', 'Tanzania', 'Zimbabwe', 'Zambia', 'Malawi', 'Sierra Leone', 'Liberia', 'Senegal', 'Gambia', 'Cameroon', 'Central African Republic', 'Equatorial Guinea', 'Rwanda', 'Burundi', 'Democratic Republic of the Congo', 'Republic of the Congo', 'Gabon', 'Chad', 'Sudan', 'South Sudan', 'Ethiopia', 'Eritrea', 'Djibouti', 'Somalia', 'Seychelles', 'Mauritius', 'Comoros', 'Madagascar', 'Botswana', 'Namibia', 'Angola', 'Mozambique', 'São Tomé and Príncipe', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Fiji', 'Kiribati', 'Tuvalu', 'Nauru', 'Palau', 'Marshall Islands', 'Micronesia', 'Timor-Leste', 'Singapore', 'Malaysia', 'Brunei', 'Philippines', 'Belize', 'Bahamas', 'Barbados', 'Jamaica', 'Trinidad and Tobago', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Antigua and Barbuda', 'Dominica', 'Grenada', 'Cuba', 'Dominican Republic', 'Haiti', 'Puerto Rico', 'Costa Rica', 'Panama', 'Colombia', 'Venezuela', 'Guyana', 'Suriname', 'Honduras', 'El Salvador', 'Nicaragua', 'Guatemala', 'Mexico', 'Brazil', 'Bolivia', 'Paraguay', 'Chile', 'Argentina', 'Uruguay']			['Antigua and Barbuda', 'Saint Kitts and Nevis', 'Saint Vincent and the Grenadines', 'Jamaica', 'Barbados', 'Bahamas', 'Belize', 'Grenada', 'Saint Lucia', 'Trinidad and Tobago']
no_usparql_692	What are the official languages of Canada?	What languages are officially recognized in Canada?	What is the official language of Canada used by the majority of the population?	What are the official languages of Canada used by a minority of the population?  		['English', 'French']	['English', 'French']		['French']	['English']
no_usparql_701	Who were the Vice Presidents under Lincoln?	Who were the Vice Presidents of Lincoln?	Who was the Vice President under Abraham Lincoln during his first term?	Who was the Vice President under Abraham Lincoln during his second term?		['Hannibal Hamlin', 'Andrew Johnson']	['Hannibal Hamlin', 'Andrew Johnson']		['Andrew Johnson']	['Hannibal Hamlin']
no_usparql_753	Which countries does Egypt border?	Which countries share a border with Egypt?	What majority Arab countries does Egypt border?	What non-Arab majority countries does Egypt border?		['Libya', 'Sudan', 'Israel', 'Gaza Strip (Palestinian territory)']	['Libya', 'Sudan', 'Israel', 'Gaza Strip (Palestinian territory)']		['Libya', 'Israel']	['Libya', 'Sudan', 'Israel']
no_usparql_788	Which countries border the Baltic sea?	What countries have coastlines along the Baltic Sea?	Which countries border the Baltic Sea and are members of the European Union?	Which countries border the Baltic Sea and are not members of the European Union?		['Denmark', 'Germany', 'Poland', 'Russia', 'Estonia', 'Latvia', 'Lithuania', 'Sweden', 'Finland']	['Denmark', 'Germany', 'Poland', 'Russia', 'Estonia', 'Latvia', 'Lithuania', 'Sweden', 'Finland']		['Finland', 'Russia']	['Denmark', 'Estonia', 'Latvia', 'Lithuania', 'Sweden']
